// Created with X3 Editor 2 (2.0.27.0)
// Plugin T File Editor (1.1.19.0)
55;38;
effects\weapons\bullet_ibl;0;0;0;0;-1;8233;9523;206;323;14200;649500;0;192;192;0;1.0;1.0;5.0;0;223;123;4761;0;112;0;255;700;0;0;0;0;0;0;0;2;2;1571;786;128;10000;25;1;0;10000;-100000;0;0;SS_BULLET_IBL;
effects\weapons\bullet_psp;0;0;0;0;-1;8243;14739;375;324;17800;604500;0;192;192;0;1.0;1.0;5.0;0;222;122;7369;0;112;0;255;5000;0;0;0;0;0;0;0;2;2;2432;1216;128;10000;25;1;0;10000;-100000;0;0;SS_BULLET_PSP;
525;0;0;0;0;-1;8253;9032;91;0;1600;4687500;2;128;0;255;1.0;1.0;8.0;0;18;0;4516;0;0;0;0;0;0;0;60;0;0;0;0;0;0;1490;745;128;10000;25;1;0;10000;-100000;0;0;SS_BULLET_PBC;
effects\weapons\bullet_push;0;0;0;0;-1;8263;3219;59;326;3600;1849500;0;192;192;192;1.0;1.0;5.0;0;232;132;1610;0;112;0;255;0;0;0;10;0;0;0;0;0;0;531;266;128;10000;25;1;0;10000;-100000;0;0;SS_BULLET_TBC;
effects\weapons\bullet_fbc;0;0;0;0;-1;8273;3935;75;327;5400;1459500;0;0;50;192;1.0;1.0;5.0;0;219;112;1968;0;112;0;255;0;20;2000;0;0;0;0;0;0;0;649;325;128;10000;25;1;0;10000;-100000;0;0;SS_BULLET_FBC;
effects\weapons\bullet_fbc;0;0;0;0;-1;76084;25752;9;329;5700;1000000;0;255;255;255;1.0;1.0;8.0;0;18;129;12876;0;112;0;255;0;0;0;0;0;0;37;12;0;0;4249;2125;128;10000;25;1;0;10000;-100000;0;0;SS_BULLET_RG;
effects\weapons\bullet_apc;0;0;0;0;-1;9507;1608;6;330;3800;1163500;0;128;0;255;0.4;0.4;6.0;0;203;103;804;0;112;0;255;0;0;0;0;0;0;0;0;0;0;265;133;5;10000;25;1;0;10000;-100000;0;0;SS_BULLET_APC;
effects\weapons\bullet_grc;0;0;0;0;-1;9501;5972;48;331;4400;1287500;0;128;0;255;0.75;0.75;8.0;0;231;131;2297;0;112;0;255;0;0;0;0;0;0;0;0;0;0;985;379;128;10000;25;1;0;10000;-100000;0;0;SS_BULLET_GRC;
effects\weapons\bullet_paa;0;0;0;0;-1;9503;6612;136;332;9800;840500;0;128;0;255;1.0;1.0;8.0;0;222;122;3306;0;112;0;255;0;0;0;0;0;0;0;0;0;0;1091;545;128;10000;25;1;0;10000;-100000;0;0;SS_BULLET_PAA;
effects\weapons\bullet_akyon;0;0;0;0;-1;4643;2954;14;333;2800;1683500;0;128;0;255;0.965;0.965;6.0;0;233;133;1477;0;112;0;255;0;0;0;0;0;0;0;0;0;0;487;244;128;10000;25;1;0;10000;-100000;0;0;SS_BULLET_AKE;
effects\weapons\bullet_bkyon;0;0;0;0;-1;4653;26814;131;337;8600;844500;0;255;255;255;1.0;1.0;8.0;0;233;133;13407;0;112;0;255;0;0;0;0;0;0;0;0;0;0;4424;2212;128;10000;25;1;0;10000;-100000;0;0;SS_BULLET_BKE;
effects\weapons\bullet_gkyon;0;0;0;0;-1;4663;117662;1495;335;18600;738500;0;255;255;0;1.0;1.0;8.0;0;235;135;58831;0;112;0;255;0;0;0;0;0;0;0;0;0;0;19414;9707;128;10000;25;1;0;10000;-100000;0;0;SS_BULLET_GKE;
effects\weapons\bullet_Repair;0;0;0;0;-1;6713;0;0;336;1000;1500000;162;255;150;1;1.0;1.0;5.0;0;236;136;1000;0;122;0;255;0;0;0;0;0;0;0;0;0;0;0;0;128;10000;25;1;0;10000;-100000;0;0;SS_BULLET_RL;
effects\weapons\bullet_pg;0;0;0;0;-1;9505;1385;10;328;4000;1163500;0;255;255;255;0.5;0.5;6.0;0;207;107;693;0;112;0;255;0;0;0;0;0;0;0;12;0;0;229;114;128;10000;25;1;0;10000;-100000;0;0;SS_BULLET_PG;
effects\weapons\bullet_mds;0;0;0;0;-1;4633;8;1;337;7100;348500;0;255;150;1;2.0;2.0;5.0;0;237;137;4;0;112;0;255;0;0;0;0;0;0;0;0;0;0;2;1;128;10000;25;1;0;10000;-100000;0;0;SS_BULLET_MDS;
